Year,rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG Amounts Before October 1,DRG Amounts After October 1,Outlier Payments For Discharges,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone CHIP,Stand-Alone CHIP Charges
2020,740095,161332,MANNING REGIONAL HEALTHCARE CENTER,410 MAIN STREET,MANNING,IA,51455,CARROLL,99916,R,CAH,1,2,7/1/2020,6/30/2021,99.34,,,469,4,659,17,6205,,58,,104,17,,224,,395,17,6205,,58,,104,47395,140570,115579,434249,6128994,9800649,2169312,13901849,1601980,17934057,19536037,,,,,,,8273109,,,1073606,,301353,130407,,10090596,246932,1380482,19140082,,,7631857,,804401,16555338,7047090,,7047090,33693024,445526,498077,,347759,,301675,1593037,18133176,,,,18133176,19726213,13805950,13966811,33693024,,,,,,,,,1601980,20363509,21965489,6141425,15824064,15931314,-107250,6508500,6401250,,6401250,0.7116,3604848,5513656,,
2020,740096,161336,HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE,ROCK VALLEY,IA,51247-1420,SIOUX,99916,R,CAH,1,2,7/1/2020,6/30/2021,108.62,,,1146,33,1553,25,9125,,106,2,167,85,,358,4,539,25,9125,,106,2,167,70206,134296,172922,447401,11331406,13779016,2158849,21349527,9329441,18583995,27913436,,,,,,,6622520,,119167,1795306,-253000,284896,176426,,8998647,938278,1497099,41466055,,,6617150,,623451,31207097,4776210,11671129,16447339,56653083,1583280,1119336,101209,518325,,20494,3342644,17056883,,,242993,17299876,20642520,36010563,36010563,56653083,,,,,,,,,9356808,20810194,30167002,7271518,22895484,24677725,-1782241,9808788,8026547,192718,7833829,0.764848,1172625,1789420,,
2020,740097,161347,FLOYD COUNTY HOSPITAL,11 TH AND SOUTH MAIN,CHARLES CITY,IA,50616,FLOYD,99916,R,CAH,1,9,7/1/2020,6/30/2021,144.1,,,1612,197,2707,25,9125,,181,55,371,25,,628,2,1156,25,9125,,181,55,371,29474,1239236,634558,1740077,12748369,18884813,1157393,27721740,10111239,46663989,56775228,,,,,,,9860899,,,5766848,-1881042,558145,89303,,15642842,28703,742824,19256688,,1863344,6786796,,1567115,9600083,7193462,2946402,10139864,35382789,839384,1128335,241568,48919,100000,,2358206,,,,11439175,11439175,13797381,21585408,21585408,35382789,,,,,,,,,10628377,48797533,59425910,29534981,29890929,31633182,-1742253,10407581,8665328,,8665328,0.488272,3368498,9162960,,
2020,740099,161372,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,BOONE,99916,R,CAH,1,9,7/1/2020,6/30/2021,298.31,,,1120,414,2600,25,9125,,214,101,658,25,,773,368,1657,25,9125,,214,101,658,420337,1906708,1384995,4671913,21254300,28518522,1737120,39439484,8024314,68120804,76145118,,,,,,,13207779,504271,,6026036,-2227831,999474,417919,,22076483,880792,539408,26812922,,,15861646,,7391247,11597713,463882,4028789,4492671,38166867,1122581,2466285,,655149,200000,314824,4758839,,2207727,,21169568,23377295,28136134,10030733,10030733,38166867,,,,,,,,,8257822,78529285,86787107,46793323,39993784,49772822,-9779038,13111593,3332555,,3332555,0.517952,3259189,12638444,,
2020,740100,161375,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,BUENA VISTA,99916,R,CAH,1,9,7/1/2020,6/30/2021,305.7,,,1151,160,3113,25,9125,,336,74,892,35,,1122,129,2431,20,7300,,336,74,892,772164,905383,1273479,1596680,21684521,39512579,3883400,52697213,16513864,73219049,89732913,,,,,,,22060234,,,8535857,,2291646,480315,10098401,44605816,798137,1292321,65424129,,2569956,16670351,,,40645491,10336167,8068148,18404315,103655622,936263,2381038,656065,6714715,,4098306,14786387,11410000,,,18783667,30193667,44980054,58675568,58675568,103655622,,,,,,,,,18329636,84597981,102927617,46054492,56873125,61197107,-4323982,7032423,2708441,,2708441,0.587267,6973764,12425293,,
2020,740104,171308,MERCY HOSPITAL COLUMBUS,220 NORTH PENNSYLVANIA,COLUMBUS,KS,66725,CHEROKEE,99917,R,CAH,1,1,7/1/2020,6/30/2021,36,,,470,,607,6,2190,,7,,9,6,,14,,20,6,2190,,7,,9,64023,420566,410035,564723,2792013,2122695,649501,5068262,905663,5033354,5939017,,,,,,,100,,,772051,-407282,134961,1514,740,496225,,,,,,1095111,,,263186,,11720,11720,771131,,,,,,,1519787,,,,,,1519787,-748656,-748656,771131,,,,,,,,,961037,5694125,6655162,1861980,4793182,4914708,-121526,-50899,-172425,,-172425,0.853384,705051,1007447,,
2020,740106,171378,NINNESCAH VALLEY HEALTH SYSTEMS,750 AVENUE D WEST,KINGMAN,KS,67068,KINGMAN,48620,U,CAH,1,2,5/1/2020,4/30/2021,99.26,,,1280,4,1416,25,9125,,159,,200,25,,586,,716,25,9125,,159,,200,63712,425528,318553,788817,6956784,7061000,491776,12393498,4239723,14224034,18463757,,,,,,,4157157,,,1889554,-544803,295927,47535,279918,6127174,74923,225422,8576058,,1869862,5923500,,,6454653,,199666,199666,12781493,1365159,573128,75055,,3426366,75176,5514884,,4046629,,,4046629,9561513,3219980,3219980,12781493,,,,,,,,,4253476,15041030,19294506,8994453,10300053,14017784,-3717731,4528244,810513,,810513,0.671234,295125,1140272,,
2020,740110,180013,THE MEDICAL CENTER,250 PARK STREET,BOWLING GREEN,KY,42102-9010,WARREN,14540,U,STH,1,2,4/1/2020,3/31/2021,1686.92,63.41,,24639,3345,80835,308,112420,,3869,552,13854,316,,17261,2162,56430,260,94900,,3869,552,13854,1155518,14790956,5362382,5362382,101053798,285768781,17892445,318045028,637992143,525723411,1163715554,41783774,,100417333,6183578,68196,,25028572,7841713,,65880394,-20424918,17376490,13259460,,121673143,14900658,6152915,196188468,,7547385,185647660,,,131990943,1873674,480655662,482529336,736193422,19041995,19701992,,7145000,,12070273,78503348,,,,126427717,126427717,204931065,531262357,531262357,736193422,,19824515,23222636,,2196481,0.2041,32429273,4733293,656286856,528261549,1184548405,783778840,400769565,386822579,13946986,51252131,65199117,,65199117,0.273301,64535442,277507807,,
2020,740119,181307,MORGAN CO. ARH,476 LIBERTY ROAD,WEST LIBERTY,KY,41472-,MORGAN,99918,R,CAH,1,2,7/1/2020,6/30/2021,91.49,,,575,43,1455,25,9125,,72,9,196,25,,315,43,901,25,9125,,72,9,196,110802,1175595,422091,422091,6531138,8976900,393708,13762632,9571458,46046457,55617915,,,,,,,17835,,,7722539,-3163719,353197,,,5053040,12000,189960,133952,10040286,,4618598,,,7609984,,,,12663024,,17300,-4819828,,,6242734,2210978,290741,,,,290741,2501719,10161305,10161305,12663024,,,,,,,,,6069180,49547093,55616273,39301591,16314682,15508038,806644,3307822,4114466,,4114466,0.24745,4858229,17966380,,
2020,740120,181309,CASEY COUNTY HOSPITAL,187 WOOLFORD,LIBERTY,KY,42539-,CASEY,99918,R,CAH,1,11,7/1/2020,6/30/2021,174.22,,,2374,4802,7541,24,8760,,200,2,275,24,,740,6,990,24,8760,,200,2,275,223753,476064,498890,498890,11796053,11512439,737067,22145524,15557011,14046580,29603591,,,,,,,12690565,,,3363713,-1043438,380271,62649,,15560294,1440350,2337824,15670100,,10800,4765190,422740,1193681,13736691,140176,1713276,1853452,31150437,391670,701449,,,,-2338524,-1245405,,,2973586,1084617,4058203,2812798,28337639,28337639,31150437,,,,,,,,,15642045,14866373,30508418,-2536725,33045143,23308492,9736651,2540729,12277380,,12277380,0.748069,13077817,13104676,,
2020,740121,181314,THE MEDICAL CENTER AT CAVERNA,1501 S. DIXIE STREET,HORSE CAVE,KY,42749,HART,99918,R,CAH,1,2,4/1/2020,3/31/2021,71.33,,,1593,1350,4090,25,9125,,25,3,59,25,,91,15,234,25,9125,,25,3,59,92014,1445927,561139,561139,4689867,9122235,280043,13168845,12435009,28747304,41182313,,,,,,,2642976,1102626,,3213347,-1285167,615222,80675,-1451851,1588169,673000,122950,5099565,,,2255354,,,4927864,,,,6516033,377214,447337,30502,,,614306,2426213,,,,813885,813885,3240098,3275935,3275935,6516033,,,,,,,,,12920024,28298149,41218173,25514798,15703375,13812102,1891273,193160,2084433,,2084433,0.319769,4825943,12484573,,
2020,740123,181322,CALDWELL COUNTY HOSPITAL,100 MEDICAL CENTER DRIVE,PRINCETON,KY,42445,CALDWELL,99918,R,CAH,1,2,7/1/2020,6/30/2021,153.64,,,1901,55,2507,25,9125,,104,20,186,25,,353,55,610,25,9125,,104,20,186,26461,2397786,980442,980442,9173408,13798567,2850813,19320190,4042994,43955338,47998332,,,,,,,12847541,4610514,,7354314,-4807340,717670,407702,6239,21136640,1172515,2347446,21058391,,,9775259,,,12398295,,3595492,3595492,37130427,489037,566209,,854536,,7773846,9683628,24132743,,,1274170,25406913,35090541,2039886,2039886,37130427,,,,,,,,,3937952,48808156,52746108,31034710,21711398,22971975,-1260577,3856291,2595714,,2595714,0.402518,5513541,11239469,,
2020,740124,181328,BARBOURVILLE ARH HOSPITAL,80 HOSPITAL DRIVE,BARBOURVILLE,KY,40906,KNOX,99918,R,CAH,9,2,7/1/2020,6/30/2021,154.31,,,1562,114,3725,25,9125,,226,7,537,25,,580,67,1437,19,6935,,226,7,537,227711,2288049,863617,863617,11481057,18880032,569562,28653719,24620837,89276680,113897517,,,,,,,113068,,,70678366,,789174,2419,,72485679,-50265,,1608678,,,4300810,,1379888,4045728,,42359,42359,76573766,11081,-2570930,,,,4271732,3496497,,,,,,3496497,73077269,73077269,76573766,,,,,,,,,21872166,92699343,114571509,81613293,32958216,30361089,2597127,2321821,4918948,,4918948,0.251575,10714325,37107978,,
2020,740125,181330,RUSSELL COUNTY HOSPITAL,153 DOWELL ROAD,RUSSELL SPRINGS,KY,42642,RUSSELL,99918,R,CAH,1,2,7/1/2020,6/30/2021,191.6,,,855,94,2047,25,9125,,167,21,400,25,,640,80,1489,23,8395,,167,21,400,141533,1216367,593092,593092,15020038,14819478,1110093,26119968,9150061,60231458,69381519,,,,,,,10160794,,,11301462,-9667553,764814,784542,,15195200,344100,90077,4310241,862783,2429710,17655726,785264,,5437218,,5598390,5598390,26230808,690527,1357210,50819,630241,3542805,72461,6344063,,1605310,,,1605310,7949373,18281435,18281435,26230808,,,,,,,,,12011248,63161258,75172506,49859346,25313160,29839516,-4526356,6002078,1475722,,1475722,0.376469,8203062,20863163,,
2020,740126,182001,KINDRED HOSPITAL LOUISVILLE,1313 ST. ANTHONY PLACE,LOUISVILLE,KY,40204,JEFFERSON,31140,U,LTCH,2,4,9/1/2020,8/31/2021,347.5,,,9982,2355,32577,153,55845,,366,87,1118,200,,8215,2355,28580,137,50005,,366,87,1118,,,,,25988986,43862048,1291613,63360015,272259967,2965646,275225613,3406508,,25988986,3124529,,,70806,,,25310082,-12871914,1016045,79350,,13608036,,,144479,5231966,,4790076,,,5714651,,2988655,2988655,22311342,3055694,1283261,49852,,,9752357,14141164,,,,14654438,14654438,28795602,-6484260,-6484260,22311342,,,,,,,,,272260495,2965118,275225613,207419825,67805788,69851034,-2045246,123470,-1921776,,-1921776,,,,,
2020,740134,191301,UNION GENERAL HOSPITAL  INC.,901 JAMES AVE,FARMERVILLE,LA,71241-,UNION PARISH,33740,U,CAH,1,2,7/1/2020,6/30/2021,108.01,,,1088,35,1749,20,7300,,130,9,227,20,,398,35,775,20,7300,,130,9,227,10790,940553,596865,596865,7015138,9456447,731538,15604972,5371848,18448308,23820156,,,,,,,14630402,,,4115667,-2047922,228120,716471,63706,18833716,261632,311898,3721942,5181938,,7295355,,,6106250,519969,,692493,25632459,409205,612742,23610,,,91608,3187850,,,,,,3187850,22444609,22444609,25632459,,,,,,,,,5443845,21172928,26616773,9069347,17547426,17499105,48321,3723132,3771453,,3771453,0.655116,4175148,5440500,,
2020,740137,191317,JACKSON PARISH HOSPITAL,165 BEECH SPRINGS ROAD,JONESBORO,LA,71251-,,99919,R,CAH,1,11,10/1/2019,9/30/2020,143.47,,,504,,1561,25,9150,,86,,208,25,,401,,1157,25,9150,,86,,208,,1542216,1284892,2638926,10266615,10433242,825970,20135980,4995175,18634787,23629962,,,,,,,13755373,,,4045694,-2607078,442413,160434,,19332883,,,,,,15083946,,,3932562,,,,23265445,878702,1316870,,1336255,,213934,3745761,,4927566,,,4927566,8673327,14592118,14592118,23265445,,,,,,,,,4995175,18634787,23629962,8785917,14844045,20699857,-5855812,5120614,-735198,,-735198,0.852138,3404691,5584453,,
2020,740138,192023,NORTHSHORE EXTENDED CARE HOSPITAL,64030 HIGHWAY 434  FL 2,LACOMBE,LA,70445-3456,ST. TAMMANY PARISH,35380,U,LTCH,2,4,1/1/2020,12/31/2020,22,,,3761,4036,10688,30,10950,,137,121,349,58,,3761,4036,10688,30,10950,,137,121,349,,,,,5974139,10762640,511877,16353703,40348597,,40348597,773155,,5974139,,,,,,,3954530,,128468,23940,,4106938,,,,134939,,2057965,,,13892598,,,,17999536,4567916,110524,,,,8267167,12945607,,6036799,,,6036799,18982406,-982870,-982870,17999536,,,,,,,,,40348597,,40348597,25723744,14624853,16736779,-2111926,750216,-1361710,,-1361710,,,,,
2020,740140,194056,COMMUNITY CARE HOSPITAL,1421 GENERAL TAYLOR,NEW ORLEANS,LA,70115,ORLEANS,35380,U,PH,4,4,5/1/2020,4/30/2021,107.65,,,888,,9568,38,13870,,97,,1332,38,,888,,9568,38,13870,,97,,1332,,,,,4273869,2889925,7569,6980792,10835789,633520,11469309,,,4273869,,,,178424,,,1250346,,,,,1434270,50000,,365517,34460,77141,42576,,,196599,,1890780,1902629,3533498,433952,,1544362,,,,1978314,150671,1806968,,,1957639,3935953,-402455,-402455,3533498,,,,,,,,,10840349,628960,11469309,4464901,7004408,7163794,-159386,1194314,1034928,,1034928,,,,,
2020,740159,232024,SSH - ANN ARBOR,5301 E. HURTON RIVER DR. 7TH FLOOR,YPSILANTI,MI,48197,WASHTENAW,11460,U,LTCH,2,4,5/1/2020,4/30/2021,123.81,,,4703,55,12171,36,13140,,176,2,429,36,,4703,55,12171,36,13140,,176,2,429,,,,,8274001,10214377,252448,19304472,98216157,51887,98268044,,,8274001,,,,,,,2357131,,,,102067,2459198,,,69797,,,1863777,,,604684,,86108,39619964,42683846,1349946,2508517,,,,,5655317,,,,115433,115433,5770750,36913096,36913096,42683846,,,,,,,,,98268043,,98268043,74199760,24068283,18827429,5240854,643002,5883856,2290402,3593454,,,,,
2020,740160,232034,BORGESS-PIPP HEALTH CENTER,411 NAOMI STREET,PLAINWELL,MI,48080-1222,ALLEGAN,99923,R,LTCH,2,1,7/1/2020,6/30/2021,77.68,,,1204,324,3772,43,15695,,39,13,121,43,,1204,324,3772,43,15695,,39,13,121,,,,,8296715,4912836,301075,19163480,24782244,45644924,70427168,,,,,,,26351621,,,96567223,-33552753,8545996,-22758,58598764,163105355,4323162,935984,259778023,2440206,2390859,127448169,,,203266417,19199308,2018153,21217461,387589233,7619828,12423712,1463104,,688,153676949,175184281,,,,200745477,200745477,375929758,11659475,11659475,387589233,,,,,,,,,24762243,46849058,71611301,53064128,18547173,13209551,5337622,24292,5361914,,5361914,,,,,
2020,740164,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433-,ANOKA,33460,U,STH,1,2,1/1/2020,12/31/2020,2639.02,1.58,,30285,8408,119332,456,166896,,6450,1443,27639,471,,27801,7603,105480,421,154086,,6450,1443,27639,8692137,24904908,15889755,22630139,267844675,488350733,15510389,577345472,1330270580,680503014,2010773594,67046111,,259799564,5705362,,7017,3700,,,311206684,-210016470,12634625,,2417768228,2533163424,4442662,10928307,321668392,22108157,28304610,178764366,,,236224867,1914118,5568654,7482772,2776871063,5775119,22408271,951605,2424543,,1844886984,1876446522,,,,8787269,8787269,1885233791,891637272,891637272,2776871063,,57680978,20029209,,2498383,0.1286,76587051,214558,1331429108,823559505,2154988613,1436878869,718109744,756195408,-38085664,59448039,21362375,,21362375,0.287126,11210880,59628065,,
2020,740166,241332,WINDOM AREA HOSPITAL,HIGHWAYS 60 AND 71 NORTH,WINDOM,MN,56101,COTTONWOOD,99924,R,CAH,1,12,5/1/2020,4/30/2021,118.07,,,643,93,1410,18,6570,,106,7,299,18,,337,11,774,18,6570,,106,7,299,59820,528152,319334,986310,7865465,12561264,1427187,18369340,8709846,28647055,37356901,,,,,,,14116886,2850505,,3271587,,235779,62285,,20741713,270594,3144946,13163817,,8167423,5571464,,,13863926,5603638,835410,6439048,41044687,537760,,,2169500,,4484995,7192255,,,,6746616,6746616,13938871,27105816,27105816,41044687,,,,,,,,,9146222,31038224,40184446,18157844,22026602,20954881,1071721,1793564,2865285,,2865285,0.491725,1886869,5193644,,
2020,740167,241339,HENDRICKS COMMUNITY HOSPITAL ASSOC,503 EAST LINCOLN STREET,HENDRICKS,MN,56136-,LINCOLN,99924,R,CAH,1,2,7/1/2020,6/30/2021,45.12,,,575,,764,24,8760,,30,,51,72,,115,,171,24,8760,,30,,51,29624,102466,107227,310308,6306930,8292579,1096525,13984233,7530727,10569706,18100433,,,,,,,9141759,2616835,,1966032,,173566,111307,,14174264,91512,,15590861,,,11040084,,,11395903,292043,,292043,25862210,478922,635858,,100596,,739455,1954831,4832148,,,,4832148,6786979,19075231,19075231,25862210,,,,,,,,,7523172,11307774,18830946,4628652,14202294,14599509,-397215,5824202,5426987,,5426987,0.772591,241041,574848,,
2020,740194,261301,ELLETT MEMORIAL HOSPITAL,610 NORTH OHIO AVENUE,APPLETON,MO,64724-,ST. CLAIR,99926,R,CAH,1,11,6/1/2020,5/31/2021,62,,,619,4,818,25,9125,,73,2,114,25,,300,4,405,25,9125,,73,2,114,,751728,693508,846593,4154325,5318334,609956,10783477,2936649,8602880,11539529,,,,,,,5205049,,,1305141,,148677,19882,,6678749,11500,80137,7828077,,,2138101,,,2393935,5558858,,5558858,14631542,535885,357784,24816,250000,,3589570,6668541,,5975000,,,5975000,12643541,1988001,1988001,14631542,,,,,,,,,2937210,9339466,12276676,1843040,10433636,9472659,960977,2139398,3100375,,3100375,0.934482,914221,1142137,,
2020,740196,261307,PERSHING MEMORIAL HOSPITAL,130 EAST LOCKLING,BROOKFIELD,MO,64628,LINN,99926,R,CAH,1,2,7/1/2020,6/30/2021,103.45,,,1030,44,1330,25,9125,,110,1,172,25,,370,44,586,25,9125,,110,1,172,64778,2130109,1349780,1961399,6577821,12058213,771595,17234650,3368974,24924649,28293623,,,,,,,5571706,761031,2172110,8501941,-3853235,181374,249372,-1547535,12036764,107129,,14278214,,5455620,,,4229649,8064234,,,,20100998,356589,1257611,985848,,,234759,3178260,4173339,,,793263,4966602,8144862,11956136,11956136,20100998,,,,,,,,,3299639,27313101,30612740,13717606,16895134,18636034,-1740900,5226200,3485300,,3485300,0.609135,1076444,2771246,,
2020,740197,261311,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,MO,63775,PERRY,99926,R,CAH,1,2,4/1/2020,3/31/2021,252.5,,,2993,192,4839,25,9125,,477,48,1082,25,,1747,172,3021,25,9125,,477,48,1082,314909,5012521,2366893,4106969,24203915,36246423,2703035,55758038,28105827,106248483,134354310,,,,,,,5256207,,,26796106,-19076338,1651523,227858,566486,15777003,1521865,,47628371,,,20461222,,,33928726,16379750,1762997,18142747,67848476,1647255,5264382,,,,5763647,12675284,,5289710,,,5289710,17964994,49883482,49883482,67848476,,,,,,,,,30180378,116244589,146424967,95023378,51401589,60450338,-9048749,5651026,-3397723,,-3397723,0.415007,1999240,9010249,,
2020,740199,261316,MERCY HOSPITAL AURORA,500 PORTER STREET,AURORA,MO,65605-,LAWRENCE,99926,R,CAH,1,1,7/1/2020,6/30/2021,127,,,700,229,2511,25,9125,,129,48,625,25,,474,165,1793,25,9125,,129,48,625,2087528,3374126,3084841,3084841,9735565,8715833,565097,17005325,13931433,44262718,58194151,,,,,,,375,,,6035950,-3237569,94685,19024,11369,2923834,43591,,8302226,,,6853073,,,3182664,,86643,86643,6193141,185860,58015,,,,674206,2817941,,,,,,2817941,3375200,3375200,6193141,,,,,,,,,14624091,49299003,63923094,42083413,21839681,18451398,3388283,805646,4193929,,4193929,0.292217,3784955,12299448,,
2020,740201,261336,IRON COUNTY HOSPITAL,301 NORTH HWY 21,PILOT KNOB,MO,63663,,99926,R,CAH,1,11,7/1/2020,6/30/2021,196.39,,,1217,26,1645,15,5475,,70,12,127,15,,205,26,323,15,5475,,70,12,127,474312,1999675,1565795,1565795,7177371,10745265,731553,17896194,5985037,26237421,32222458,,,,,,,6898111,,,3319638,-2342005,443818,179276,256000,8889391,297756,50166,5505884,,1044670,4112249,,,4672539,,,,13561930,2117755,574825,14395,,1512519,77258,4296752,,12983703,,65968,13049671,17346423,-3784493,-3784493,13561930,,,,,,,,,6090231,28182523,34272754,18810408,15462346,17922636,-2460290,4135509,1675219,41,1675178,0.555395,857910,2330000,,
2020,740204,262018,KINDRED HOSPITAL NORTHLAND,500 NW 68TH STREET,KANSAS CITY,MO,64118,CLAY,28140,U,LTCH,2,4,9/1/2020,8/31/2021,120,,,3586,3334,13018,50,18250,,142,111,451,50,,3586,3334,13018,50,18250,,142,111,451,,,,,8601226,14127202,186861,21095900,85744489,603261,86347750,1227324,,8601226,2556400,,,27,,,6649953,-1365976,249611,177514,,5713338,,,,586040,,1286971,,,1155401,,4306375,4306375,11175114,1177423,521704,119115,,,13766561,15584803,,,,-3829371,-3829371,11755432,-580318,-580318,11175114,,,,,,,,,85744489,603261,86347750,64201514,22146236,22728428,-582192,258412,-323780,,-323780,,,,,
2020,740208,264004,FULTON STATE HOSPITAL,FULTON STATE HOSPITAL,FULTON,MO,65251,CALLAWAY,27620,U,PH,4,10,7/1/2020,6/30/2021,99.59,,,385,3647,17780,49,17035,,5,3,12,449,,385,3647,17780,49,17035,,5,3,12,,,,,48480794,40346266,6666293,114451963,125692316,4980,125697296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125692316,4980,125697296,54154133,71543163,107479857,-35936694,17187025,-18749669,,-18749669,,,,,
2020,740209,264005,SMMHC,1010 W. COLUMBIA,FARMINGTON,MO,63640,ST. FRANCOIS,99926,R,PH,4,10,7/1/2020,6/30/2021,744.09,,,681,3810,119455,331,120815,,11,1,16,331,,681,3810,34698,94,34310,,11,1,16,,,,,39080850,36080188,1370427,83879756,87652702,11022,87663724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87654442,9281,87663723,22447029,65216694,77174764,-11958070,10494720,-1463350,,-1463350,,,,,
2020,740210,264010,ST. LOUIS FORENSIC TREATMENT CENTER,500 ARSENAL STREET,ST.LOUIS,MO,63119,,41180,U,PH,4,10,7/1/2020,6/30/2021,,,,873,3871,75712,230,76300,,14,8,73,230,,873,3871,8810,25,9125,,14,8,73,,,,,22394933,22338721,1879719,47546922,51093081,1675,51094756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51093083,1675,51094758,10874472,40220286,49126933,-8906647,5412761,-3493886,,-3493886,,,,,
2020,740214,271308,ROOSEVELT MEDICAL CENTER,818 2ND AVENUE EAST,CULBERTSON,MT,59218,ROOSEVELT,99927,R,CAH,1,2,5/1/2020,4/30/2021,39.03,,,674,2736,6807,25,9125,,11,2,14,25,,39,4,45,25,9125,,11,2,14,53114,116599,189215,189215,2828685,3930321,179673,6566341,2942566,2673726,5616292,,,,,,,4338100,,,740463,-341427,199885,112186,1026278,6244833,18500,,3823124,,26468,2251353,,562669,2306924,653924,68079,722003,9273760,620000,339297,,,,102456,1061753,,1253848,,,1253848,2315601,6958159,6958159,9273760,,,,,,,,,2942566,2757762,5700328,,5700328,6759006,-1058678,4601449,3542771,688903,2853868,1.169159,1057511,1041832,,
2020,740216,271320,CABINET PEAKS MEDICAL CENTER,209 HEALTH PARK DRIVE,LIBBY,MT,59923-2198,LINCOLN,99927,R,CAH,1,2,4/1/2020,3/31/2021,208.06,,,1123,328,2211,25,9125,,204,118,514,25,,635,231,1424,25,9125,,204,118,514,320638,818122,760953,760953,15617855,21182594,2330229,30752637,6817391,45904300,52721691,,,,,,,15529586,,,5335799,,1014497,619670,,26010549,867280,3240100,18463228,1528481,12428259,13564316,,526194,21909213,,19516960,19516960,67436722,2048500,1597371,77840,870614,215194,94173,8593044,,,,20259737,20259737,28852781,38583941,38583941,67436722,,,,,,,,,7511141,50425894,57937035,21444633,36492402,37742621,-1250219,8768302,7518083,,7518083,0.583301,8033491,10208826,164877,186211
2020,740219,281301,FILLMORE COUNTY HOSPITAL,1900 F STREET,GENEVA,NE,68361-,FILLMORE,99928,R,CAH,1,9,7/1/2020,6/30/2021,129.21,,,1059,370,1653,20,7300,,160,12,231,30,,521,33,689,20,7300,,160,12,231,34963,234104,178661,392759,9844055,13859945,1816520,20983668,8567349,23156860,31724209,,,,,,,11902968,1290483,,5157923,-613156,480928,405489,,18724031,396845,597437,20887999,,342722,7935657,,,15648451,1160543,29788,1190331,35562813,451242,884099,,1070624,,494403,2900368,,18409327,,,18409327,21309695,14253118,14253118,35562813,,,,,,,,,8562349,25374545,33936894,10306780,23630114,23704000,-73886,5364477,5290591,,5290591,0.66144,1198131,2135082,,
